RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
2376,XGBoostPoisson,22884,NUMBER TILE VINTAGE FONT 5,2011-12-05/2011-12-11,0.5208333,3.9425292,2.0534005,3.9425292,1.8146726,3.0,1.25,0.0
2377,XGBoostPoisson,22249,DECORATION WHITE CHICK MAGIC GARDEN,2011-12-05/2011-12-11,0.39655173,4.8464055,1.9218504,0.0,1.8143167,3.0,1.5,0.0
2378,XGBoostPoisson,72132,COLUMBIAN CUBE CANDLE,2011-12-05/2011-12-11,0.44345897,4.081869,1.8101414,4.081869,1.8111765,0.0,2.0,1.0
2379,XGBoostPoisson,90162B,ANT SILVER LIME GREEN BOUDICCA RING,2011-12-05/2011-12-11,0.18661971,5.637751,1.0521154,0.0,1.8021699,0.0,3.0,3.0
2380,XGBoostPoisson,22247,BUNNY DECORATION MAGIC GARDEN,2011-12-05/2011-12-11,0.346789,4.086225,1.4170579,0.0,1.7944432,0.0,1.0,1.0
2381,XGBoostPoisson,72134,COLUMBIAN  CUBE CANDLE ,2011-12-05/2011-12-11,0.1866197,5.495925,1.0256479,0.0,1.7869002,0.0,0.0,5.0
2382,XGBoostPoisson,22033,BOTANICAL ROSE GREETING CARD,2011-12-05/2011-12-11,0.14545454,4.970217,0.7229407,0.0,1.7834867,0.0,0.25,1.0
2383,XGBoostPoisson,47369A,PINK GREEN EMBROIDERY COSMETIC BAG,2011-12-05/2011-12-11,0.5208334,4.07347,2.1215992,4.07347,1.7678324,3.0,1.0,0.0
2384,XGBoostPoisson,21366,MIRRORED WALL ART PHOTO FRAMES,2011-12-05/2011-12-11,0.5208333,4.315382,2.2475946,4.315382,1.7653952,0.0,0.75,1.0
2385,XGBoostPoisson,23015,CORDIAL GLASS JUG,2011-12-05/2011-12-11,0.43333334,4.424683,1.9173627,0.0,1.7607557,0.0,0.5,1.0
2386,XGBoostPoisson,47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,2011-12-05/2011-12-11,0.44345897,3.9501042,1.7517092,3.9501042,1.751265,4.0,1.5,0.0
2387,XGBoostPoisson,22782,SET 3 WICKER STORAGE BASKETS ,2011-12-05/2011-12-11,0.6600496,4.3234115,2.853666,4.3234115,1.7490687,1.0,2.0,0.0
2388,XGBoostPoisson,72801G,4 BURGUNDY WINE DINNER CANDLES,2011-12-05/2011-12-11,0.36051503,4.660973,1.6803508,0.0,1.7485989,0.0,1.5,2.0
2389,XGBoostPoisson,20770,ABSTRACT CIRCLE JOURNAL ,2011-12-05/2011-12-11,0.42361107,4.7606206,2.0166516,0.0,1.746359,0.0,0.25,1.0
2390,XGBoostPoisson,79191D,RETRO PLASTIC DAISY TRAY,2011-12-05/2011-12-11,0.4236111,4.0964384,1.7352968,0.0,1.7459774,2.0,2.25,0.0
2391,XGBoostPoisson,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2011-12-05/2011-12-11,0.44345897,4.0955024,1.8161873,4.0955024,1.74106,3.0,1.0,0.0
2392,XGBoostPoisson,21468,BUTTERFLY CROCHET FOOD COVER,2011-12-05/2011-12-11,0.5208333,3.6526628,1.9024284,3.6526628,1.733883,1.0,0.75,0.0
2393,XGBoostPoisson,22761,CHEST 7 DRAWER MA CAMPAGNE,2011-12-05/2011-12-11,0.5279503,4.130131,2.1805036,4.130131,1.7332296,1.0,1.0,0.0
2394,XGBoostPoisson,35637C,PINK STRING CURTAIN WITH POLE,2011-12-05/2011-12-11,0.3196126,4.709273,1.5051429,0.0,1.7237384,0.0,0.75,1.0
2395,XGBoostPoisson,21031,SPACE CADET BLACK,2011-12-05/2011-12-11,0.3196126,3.7337327,1.1933479,0.0,1.7165186,0.0,2.5,2.0
2396,XGBoostPoisson,84913A,SOFT PINK ROSE TOWEL ,2011-12-05/2011-12-11,0.23157895,4.449649,1.030445,0.0,1.7106433,0.0,0.25,3.0
2397,XGBoostPoisson,16162M,THE KING GIFT BAG 25x24x12cm,2011-12-05/2011-12-11,0.23978202,5.3706565,1.2877868,0.0,1.6993997,0.0,1.0,1.0
2398,XGBoostPoisson,21925,UNION STRIPE CUSHION COVER ,2011-12-05/2011-12-11,0.346789,5.8873587,2.0416713,0.0,1.6919137,0.0,0.25,3.0
2399,XGBoostPoisson,90134,OLD ROSE COMBO BEAD NECKLACE,2011-12-05/2011-12-11,0.6134454,3.6867638,2.2616284,3.6867638,1.6892409,2.0,2.0,0.0
2400,XGBoostPoisson,22407,MONEY BOX FIRST ADE DESIGN,2011-12-05/2011-12-11,0.346789,4.3647733,1.5136554,0.0,1.68016,0.0,0.5,1.0
2401,XGBoostPoisson,90214H,"LETTER ""H"" BLING KEY RING",2011-12-05/2011-12-11,0.4214876,4.6673303,1.9672219,0.0,1.6771792,0.0,2.0,2.0
2402,XGBoostPoisson,85163A,WHITE BAROQUE WALL CLOCK ,2011-12-05/2011-12-11,0.4236111,3.9415612,1.669689,0.0,1.6764388,0.0,0.75,1.0
2403,XGBoostPoisson,90214K,"LETTER ""K"" BLING KEY RING",2011-12-05/2011-12-11,0.346789,4.4656863,1.5486509,0.0,1.6740282,0.0,1.5,2.0
2404,XGBoostPoisson,90214D,"LETTER ""D"" BLING KEY RING",2011-12-05/2011-12-11,0.36051503,4.5768113,1.6500093,0.0,1.6727179,0.0,1.5,2.0
2405,XGBoostPoisson,90214E,"LETTER ""E"" BLING KEY RING",2011-12-05/2011-12-11,0.43333334,4.298333,1.862611,0.0,1.6674558,0.0,1.5,2.0
2406,XGBoostPoisson,22808,SET OF 6 T-LIGHTS EASTER CHICKS,2011-12-05/2011-12-11,0.31961262,6.1817265,1.9757578,0.0,1.6570691,0.0,0.5,1.0
2407,XGBoostPoisson,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,2011-12-05/2011-12-11,0.44345897,3.7286582,1.653507,3.7286582,1.6567825,3.0,1.0,0.0
2408,XGBoostPoisson,90019A,SILVER M.O.P ORBIT BRACELET,2011-12-05/2011-12-11,0.6134454,3.67244,2.2528415,3.67244,1.654213,1.0,1.25,0.0
2409,XGBoostPoisson,90214M,"LETTER ""M"" BLING KEY RING",2011-12-05/2011-12-11,0.36051503,4.4761367,1.6137146,0.0,1.6536673,0.0,1.5,2.0
2410,XGBoostPoisson,37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,2011-12-05/2011-12-11,0.346789,4.224129,1.4648815,0.0,1.6500486,0.0,1.0,1.0
2411,XGBoostPoisson,21279,VINTAGE KITCHEN PRINT FRUITS,2011-12-05/2011-12-11,0.3196126,4.403499,1.4074137,0.0,1.6479157,1.0,0.25,0.0
2412,XGBoostPoisson,22889,NUMBER TILE VINTAGE FONT No ,2011-12-05/2011-12-11,0.4214876,4.2385187,1.786483,0.0,1.6421993,0.0,1.0,1.0
2413,XGBoostPoisson,90040C,MURANO STYLE GLASS BRACELET GOLD,2011-12-05/2011-12-11,0.4236111,3.395052,1.4381818,0.0,1.6415284,5.0,1.75,0.0
2414,XGBoostPoisson,90177C,DROP DIAMANTE EARRINGS CRYSTAL,2011-12-05/2011-12-11,0.23157895,3.7703872,0.8731423,0.0,1.6370375,0.0,0.5,1.0
2415,XGBoostPoisson,22125,UNION JACK HOT WATER BOTTLE ,2011-12-05/2011-12-11,0.23157893,5.4839635,1.2699704,0.0,1.6309139,0.0,3.0,1.0
2416,XGBoostPoisson,23142,IVORY WIRE KITCHEN ORGANISER,2011-12-05/2011-12-11,0.39655173,4.2657666,1.6915971,0.0,1.6232406,0.0,0.5,1.0
2417,XGBoostPoisson,85194L,HANGING SPRING FLOWER EGG LARGE,2011-12-05/2011-12-11,0.18592964,4.81961,0.8961084,0.0,1.61905,0.0,2.75,1.0
2418,XGBoostPoisson,84859B,BLUE DISCO HANDBAG,2011-12-05/2011-12-11,0.346789,4.3115597,1.4952015,0.0,1.618898,0.0,1.5,1.0
2419,XGBoostPoisson,90200B,BLACK SWEETHEART BRACELET,2011-12-05/2011-12-11,0.6550218,3.8134103,2.4978669,3.8134103,1.6113083,1.0,0.75,0.0
2420,XGBoostPoisson,90214J,"LETTER ""J"" BLING KEY RING",2011-12-05/2011-12-11,0.5992509,4.0335517,2.4171095,4.0335517,1.6077274,0.0,1.75,2.0
2421,XGBoostPoisson,90129E,PURPLE GLASS TASSLE BAG CHARM,2011-12-05/2011-12-11,0.4214876,3.8928676,1.6407954,0.0,1.5979177,0.0,0.5,1.0
2422,XGBoostPoisson,84801A,PINK HYDRANGEA ART FLOWER,2011-12-05/2011-12-11,0.18592964,4.8117924,0.8946548,0.0,1.5919573,0.0,2.5,1.0
2423,XGBoostPoisson,23018,LARGE APOTHECARY MEASURING JAR ,2011-12-05/2011-12-11,0.346789,5.2683415,1.8270029,0.0,1.5796416,0.0,0.25,2.0
2424,XGBoostPoisson,84687,BEACH HUT SHELF W 3 DRAWERS,2011-12-05/2011-12-11,0.3196126,4.997213,1.5971721,0.0,1.5771214,0.0,0.25,3.0
2425,XGBoostPoisson,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2011-12-05/2011-12-11,0.604,3.9674425,2.3963351,3.9674425,1.5751289,1.0,1.25,0.0
2426,XGBoostPoisson,21179,NO JUNK MAIL METAL SIGN,2011-12-05/2011-12-11,0.030710174,14.293252,0.43894824,0.0,1.5471625,0.0,0.0,11.0
2427,XGBoostPoisson,21132,SILVER STANDING GNOME   ,2011-12-05/2011-12-11,0.43333334,4.054346,1.7568833,0.0,1.5465435,0.0,1.0,2.0
2428,XGBoostPoisson,85131A,BEADED PEARL HEART WHITE ON STICK,2011-12-05/2011-12-11,0.08993158,8.342454,0.75025004,0.0,1.5438794,0.0,0.0,5.0
2429,XGBoostPoisson,20696,FLORAL SOFT CAR TOY,2011-12-05/2011-12-11,0.38636625,4.3259363,1.6713958,0.0,1.5407189,0.0,0.25,3.0
2430,XGBoostPoisson,23124,18PC WOODEN CUTLERY SET DISPOSABLE,2011-12-05/2011-12-11,0.20652173,6.6270194,1.3686235,0.0,1.5397716,0.0,0.0,4.0
2431,XGBoostPoisson,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2011-12-05/2011-12-11,0.04391892,5.753989,0.25270897,0.0,1.5322355,0.0,0.0,7.0
2432,XGBoostPoisson,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",2011-12-05/2011-12-11,0.3196126,4.5361223,1.4498018,0.0,1.5274543,0.0,0.25,1.0
2433,XGBoostPoisson,22825,DECORATIVE PLANT POT WITH FRIEZE,2011-12-05/2011-12-11,0.3196126,4.4153557,1.4112033,0.0,1.524551,0.0,0.5,1.0
2434,XGBoostPoisson,90103,PURPLE FRANGIPANI NECKLACE,2011-12-05/2011-12-11,0.31961262,4.273354,1.3658179,0.0,1.5242796,0.0,1.0,1.0
2435,XGBoostPoisson,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,2011-12-05/2011-12-11,0.16494843,7.7307835,1.2751806,0.0,1.522875,0.0,0.0,5.0
2436,XGBoostPoisson,21280,VINTAGE KITCHEN PRINT VEGETABLES,2011-12-05/2011-12-11,0.18592963,4.8893633,0.90907747,0.0,1.5080055,0.0,1.5,3.0
2437,XGBoostPoisson,90003E,GREEN PAIR HEART HAIR SLIDES,2011-12-05/2011-12-11,0.39655173,3.6415434,1.4440603,0.0,1.4963813,3.0,1.25,0.0
2438,XGBoostPoisson,84968D,SET OF 16 VINTAGE RED CUTLERY,2011-12-05/2011-12-11,0.5279503,3.566842,1.8831153,3.566842,1.4871428,1.0,0.5,0.0
2439,XGBoostPoisson,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,2011-12-05/2011-12-11,0.5279503,3.80157,2.00704,3.80157,1.4860551,1.0,1.25,0.0
2440,XGBoostPoisson,16169K,WRAP FOLK ART,2011-12-05/2011-12-11,0.085714296,9.361138,0.80238336,0.0,1.4705042,0.0,0.0,9.0
2441,XGBoostPoisson,90010E,AMBER GLASS/SILVER BRACELET,2011-12-05/2011-12-11,0.5555556,3.6755548,2.041975,3.6755548,1.4598532,1.0,1.5,0.0
2442,XGBoostPoisson,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,2011-12-05/2011-12-11,0.44345897,3.854086,1.709129,3.854086,1.4584655,0.0,1.25,2.0
2443,XGBoostPoisson,72812,LARGE ZINC GLASS CANDLEHOLDER,2011-12-05/2011-12-11,0.36051506,4.0311627,1.4532949,0.0,1.4584199,1.0,0.75,0.0
2444,XGBoostPoisson,20796,SMALL BLUE PROVENCAL CERAMIC BALL,2011-12-05/2011-12-11,0.23157896,5.084067,1.1773629,0.0,1.4554411,0.0,1.0,3.0
2445,XGBoostPoisson,85135B,BLUE DRAGONFLY HELICOPTER,2011-12-05/2011-12-11,0.346789,4.1240325,1.4301691,0.0,1.4484065,0.0,0.25,2.0
2446,XGBoostPoisson,21424,WOODLAND STORAGE BOX LARGE ,2011-12-05/2011-12-11,0.18592964,5.382507,1.0007676,0.0,1.445527,0.0,0.0,5.0
2447,XGBoostPoisson,90205A,LARGE MINT DIAMANTE HAIRSLIDE,2011-12-05/2011-12-11,0.4236111,3.6320567,1.5385796,0.0,1.441906,0.0,0.5,1.0
2448,XGBoostPoisson,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2011-12-05/2011-12-11,0.08993158,6.4751053,0.58231646,0.0,1.4401667,0.0,0.0,8.0
2449,XGBoostPoisson,21458,2 PICTURE BOOK EGGS EASTER BUNNY,2011-12-05/2011-12-11,0.18592963,4.3799133,0.8143557,0.0,1.4390818,0.0,3.0,3.0
2450,XGBoostPoisson,84661A,WHITE SQUARE TABLE CLOCK,2011-12-05/2011-12-11,0.346789,4.508021,1.5633321,0.0,1.4364073,0.0,0.25,2.0
2451,XGBoostPoisson,22934,BAKING MOULD EASTER EGG WHITE CHOC,2011-12-05/2011-12-11,0.346789,4.434793,1.5379374,0.0,1.4284093,0.0,0.25,3.0
2452,XGBoostPoisson,84984A,GREEN PEONY CUSHION COVER,2011-12-05/2011-12-11,0.18592964,3.8480802,0.71547216,0.0,1.4252295,0.0,1.5,3.0
2453,XGBoostPoisson,21344,MOROCCAN BEATEN METAL DISH,2011-12-05/2011-12-11,0.42148757,3.7470894,1.5793515,0.0,1.4207346,1.0,1.5,0.0
2454,XGBoostPoisson,15058C,ICE CREAM DESIGN GARDEN PARASOL,2011-12-05/2011-12-11,0.23157895,4.0983076,0.9490818,0.0,1.4161776,0.0,0.25,2.0
2455,XGBoostPoisson,84846A,SCENTED CANDLE IN DIGITALIS TIN,2011-12-05/2011-12-11,0.15,4.8878994,0.73318493,0.0,1.412306,0.0,0.0,7.0
2456,XGBoostPoisson,21128,GOLD FISHING GNOME,2011-12-05/2011-12-11,0.5208333,3.7021255,1.9281904,3.7021255,1.4117475,0.0,1.0,2.0
2457,XGBoostPoisson,90177D,DROP DIAMANTE EARRINGS PURPLE,2011-12-05/2011-12-11,0.43333334,3.763146,1.6306965,0.0,1.4107078,2.0,0.75,0.0
2458,XGBoostPoisson,47586A,PINK FAIRY CAKE CUSHION COVER,2011-12-05/2011-12-11,0.23157895,4.1239743,0.9550256,0.0,1.4083873,0.0,1.5,1.0
2459,XGBoostPoisson,22486,PLASMATRONIC LAMP,2011-12-05/2011-12-11,0.5279503,3.8009672,2.0067217,3.8009672,1.405797,1.0,0.75,0.0
2460,XGBoostPoisson,85129B,BEADED CRYSTAL HEART GREEN SMALL,2011-12-05/2011-12-11,0.4214876,3.3218555,1.400121,0.0,1.3982495,0.0,0.5,1.0
2461,XGBoostPoisson,16046,TEATIME PEN CASE & PENS,2011-12-05/2011-12-11,0.3196126,3.9561157,1.2644244,0.0,1.3967273,1.0,0.25,0.0
2462,XGBoostPoisson,72709,IVORY SCULPTED RND CANDLE ,2011-12-05/2011-12-11,0.18661971,4.8643274,0.9077794,0.0,1.3934844,0.0,1.0,3.0
2463,XGBoostPoisson,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,2011-12-05/2011-12-11,0.346789,4.297525,1.4903344,0.0,1.3896955,0.0,2.25,1.0
2464,XGBoostPoisson,90071,RUBY GLASS CLUSTER EARRINGS,2011-12-05/2011-12-11,0.5992509,3.5324664,2.1168337,3.5324664,1.3828342,1.0,1.5,0.0
2465,XGBoostPoisson,85186C,BUNNY EGG GARLAND,2011-12-05/2011-12-11,0.15,5.24667,0.7870005,0.0,1.3787028,0.0,0.0,6.0
2466,XGBoostPoisson,22868,NUMBER TILE COTTAGE GARDEN 0 ,2011-12-05/2011-12-11,0.346789,3.815814,1.3232824,0.0,1.3715751,0.0,0.75,1.0
2467,XGBoostPoisson,35598A,DUSTY PINK CHRISTMAS TREE 60CM,2011-12-05/2011-12-11,0.18592964,4.9080567,0.91255325,0.0,1.3705773,0.0,2.25,2.0
2468,XGBoostPoisson,22288,HANGING METAL RABBIT DECORATION,2011-12-05/2011-12-11,0.4236111,3.9503326,1.6734048,0.0,1.3684591,0.0,0.75,1.0
2469,XGBoostPoisson,90191,SILVER LARIAT 40CM,2011-12-05/2011-12-11,0.23157895,4.898925,1.1344879,0.0,1.3660147,0.0,0.0,4.0
2470,XGBoostPoisson,85169C,EAU DE NIL LOVE BIRD CANDLE,2011-12-05/2011-12-11,0.23978202,4.0549235,0.9722977,0.0,1.3653463,1.0,0.5,0.0
2471,XGBoostPoisson,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",2011-12-05/2011-12-11,0.066298336,19.946062,1.3223907,0.0,1.3591411,0.0,0.0,9.0
2472,XGBoostPoisson,84984B,RED PEONY CUSHION COVER ,2011-12-05/2011-12-11,0.18592964,4.097654,0.76187533,0.0,1.3529402,0.0,1.5,3.0
2473,XGBoostPoisson,84882,GREEN WIRE STANDING CANDLE HOLDER,2011-12-05/2011-12-11,0.4236111,3.4851165,1.4763341,0.0,1.3450936,2.0,1.0,0.0
2474,XGBoostPoisson,21457,2 PICTURE BOOK EGGS EASTER DUCKS,2011-12-05/2011-12-11,0.16494845,5.2280564,0.8623598,0.0,1.343325,0.0,3.0,3.0
2475,XGBoostPoisson,84706F,RED PEONY TABLE CLOCK,2011-12-05/2011-12-11,0.43333334,3.7025824,1.6044524,0.0,1.3403819,0.0,1.0,1.0
2476,XGBoostPoisson,85216,ASSORTED CAKES FRIDGE MAGNETS,2011-12-05/2011-12-11,0.20652173,5.0231504,1.0373898,0.0,1.3329413,0.0,0.25,2.0
2477,XGBoostPoisson,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,2011-12-05/2011-12-11,0.16494845,5.2280564,0.8623598,0.0,1.3293756,0.0,3.0,3.0
2478,XGBoostPoisson,84915,HAND TOWEL PINK FLOWER AND DAISY,2011-12-05/2011-12-11,0.5279503,3.589077,1.8948542,3.589077,1.3273557,2.0,0.75,0.0
2479,XGBoostPoisson,44089A,PINK GAUZE BUTTERFLY LAMPSHADE,2011-12-05/2011-12-11,0.18661973,4.78639,0.8932348,0.0,1.3163277,0.0,2.0,1.0
2480,XGBoostPoisson,90175D,TIGRIS EYE CHUNKY CHARM BRACELET,2011-12-05/2011-12-11,0.44345897,3.443862,1.5272115,3.443862,1.3109922,4.0,1.75,0.0
2481,XGBoostPoisson,22829,SWEETHEART WIRE WALL TIDY,2011-12-05/2011-12-11,0.4214876,4.720242,1.9895235,0.0,1.3105446,0.0,0.25,3.0
2482,XGBoostPoisson,90166,PINK & WHITE ROSEBUD RING,2011-12-05/2011-12-11,0.43333337,3.6652293,1.5882661,0.0,1.3042527,0.0,0.5,1.0
2483,XGBoostPoisson,90145,SILVER HOOP EARRINGS WITH FLOWER,2011-12-05/2011-12-11,0.36051506,3.2391772,1.1677722,0.0,1.300082,1.0,0.5,0.0
2484,XGBoostPoisson,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2011-12-05/2011-12-11,0.23157895,4.216612,0.9764785,0.0,1.2952099,2.0,0.5,0.0
2485,XGBoostPoisson,90083,CRYSTAL CZECH CROSS PHONE CHARM,2011-12-05/2011-12-11,0.5208333,3.571042,1.8599176,3.571042,1.289517,2.0,2.0,0.0
2486,XGBoostPoisson,37471,MULTICOLOUR DOTS PLATE,2011-12-05/2011-12-11,0.14545454,5.9984717,0.87250495,0.0,1.282706,0.0,0.0,7.0
2487,XGBoostPoisson,90129C,GREEN GLASS TASSLE BAG CHARM,2011-12-05/2011-12-11,0.36051503,4.311132,1.5542278,0.0,1.2746719,0.0,0.25,2.0
2488,XGBoostPoisson,23574,PACKING CHARGE,2011-12-05/2011-12-11,0.44345897,4.2627707,1.8903639,4.2627707,1.2738507,0.0,0.5,1.0
2489,XGBoostPoisson,47594B,SCOTTIES DESIGN WASHBAG,2011-12-05/2011-12-11,0.239782,4.5873218,1.0999572,0.0,1.2720833,0.0,0.25,3.0
2490,XGBoostPoisson,23038,T-LIGHT HOLDER SILVER SAUCER,2011-12-05/2011-12-11,0.3196126,5.6902924,1.8186891,0.0,1.2651147,0.0,0.75,2.0
2491,XGBoostPoisson,90214G,"LETTER ""G"" BLING KEY RING",2011-12-05/2011-12-11,0.3196126,3.9002867,1.2465807,0.0,1.2642053,0.0,1.5,2.0
2492,XGBoostPoisson,84989A,75 GREEN FAIRY CAKE CASES,2011-12-05/2011-12-11,0.346789,3.650878,1.2660843,0.0,1.2637184,0.0,1.75,1.0
2493,XGBoostPoisson,21277,FRENCH STYLE EMBOSSED HEART CABINET,2011-12-05/2011-12-11,0.4236111,3.5667787,1.5109271,0.0,1.2620032,0.0,1.0,1.0
2494,XGBoostPoisson,90201C,RED ENAMEL FLOWER RING,2011-12-05/2011-12-11,0.3196126,5.426647,1.7344248,0.0,1.2546003,0.0,0.25,2.0
2495,XGBoostPoisson,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-12-05/2011-12-11,0.4236111,3.8398962,1.6266227,0.0,1.2530525,0.0,0.75,3.0
2496,XGBoostPoisson,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,2011-12-05/2011-12-11,0.4214876,3.5276008,1.48684,0.0,1.2527467,0.0,1.0,1.0
2497,XGBoostPoisson,22870,NUMBER TILE COTTAGE GARDEN 2,2011-12-05/2011-12-11,0.443459,3.5241632,1.5628219,3.5241632,1.2510248,1.0,0.5,0.0
2498,XGBoostPoisson,84247N,PACK/12 BLUE FOLKART CARDS,2011-12-05/2011-12-11,0.5279503,3.5712938,1.8854656,3.5712938,1.250262,0.0,1.0,1.0
2499,XGBoostPoisson,23620,SET 10 CARDS PERFECT POST 17090,2011-12-05/2011-12-11,0.346789,3.6683044,1.2721276,0.0,1.2493182,0.0,0.5,2.0
2500,XGBoostPoisson,21413,PERIWINKLE T-LIGHT HOLDER,2011-12-05/2011-12-11,0.23157895,4.107525,0.9512163,0.0,1.2475319,0.0,1.0,3.0
2501,XGBoostPoisson,22447,PIN CUSHION BABUSHKA BLUE,2011-12-05/2011-12-11,0.4236111,3.8036528,1.6112696,0.0,1.2413826,0.0,0.75,1.0
2502,XGBoostPoisson,22848,BREAD BIN DINER STYLE PINK,2011-12-05/2011-12-11,0.18592966,5.1364264,0.955014,0.0,1.2391282,0.0,0.0,5.0
2503,XGBoostPoisson,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,2011-12-05/2011-12-11,0.43333334,3.473001,1.5049671,0.0,1.2340778,3.0,1.0,0.0
2504,XGBoostPoisson,23141,TRIPLE WIRE HOOK PINK HEART,2011-12-05/2011-12-11,0.31961256,4.535856,1.4497164,0.0,1.2231073,1.0,0.25,0.0
2505,XGBoostPoisson,22136,LOVE HEART SOCK HANGER,2011-12-05/2011-12-11,0.346789,4.452262,1.5439955,0.0,1.219818,0.0,0.0,4.0
2506,XGBoostPoisson,90014A,SILVER/MOP ORBIT NECKLACE,2011-12-05/2011-12-11,0.23978202,3.697916,0.8866938,0.0,1.2174095,0.0,1.75,3.0
2507,XGBoostPoisson,90160B,RED BOUDICCA LARGE BRACELET,2011-12-05/2011-12-11,0.23157895,4.771803,1.1050491,0.0,1.2169472,0.0,0.25,3.0
2508,XGBoostPoisson,90012B,BLACK DROP CRYSTAL NECKLACE,2011-12-05/2011-12-11,0.16494845,5.221411,0.8612637,0.0,1.215773,0.0,1.5,3.0
2509,XGBoostPoisson,20847,ZINC HEART LATTICE CHARGER LARGE,2011-12-05/2011-12-11,0.346789,3.7495856,1.300315,0.0,1.2130613,0.0,0.25,1.0
2510,XGBoostPoisson,20934,SET/3 POT PLANT CANDLES,2011-12-05/2011-12-11,0.23978204,4.256979,1.0207471,0.0,1.2122985,0.0,0.0,4.0
2511,XGBoostPoisson,22933,BAKING MOULD EASTER EGG MILK CHOC,2011-12-05/2011-12-11,0.4214876,4.0119143,1.6909721,0.0,1.2000268,0.0,0.25,1.0
2512,XGBoostPoisson,90183B,AMETHYST DROP EARRINGS W LONG BEADS,2011-12-05/2011-12-11,0.5208333,3.4136524,1.7779438,3.4136524,1.1946992,1.0,1.25,0.0
2513,XGBoostPoisson,22882,NUMBER TILE VINTAGE FONT 3,2011-12-05/2011-12-11,0.36051506,3.820507,1.3773503,0.0,1.1926982,1.0,0.75,0.0
2514,XGBoostPoisson,90019B,GOLD M.O.P ORBIT BRACELET,2011-12-05/2011-12-11,0.44345897,3.3858757,1.5014969,3.3858757,1.1890172,1.0,1.5,0.0
2515,XGBoostPoisson,21369,MIRRORED WALL ART SPLODGES,2011-12-05/2011-12-11,0.23157895,5.314996,1.2308412,0.0,1.1880372,0.0,0.0,4.0
2516,XGBoostPoisson,85032D,YULETIDE IMAGES GIFT WRAP SET,2011-12-05/2011-12-11,0.030710176,8.338591,0.25607958,0.0,1.1814427,0.0,0.0,8.0
2517,XGBoostPoisson,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,2011-12-05/2011-12-11,0.23978204,3.5439029,0.8497642,0.0,1.1797642,2.0,0.5,0.0
2518,XGBoostPoisson,22885,NUMBER TILE VINTAGE FONT 6 ,2011-12-05/2011-12-11,0.4214876,3.6700487,1.54688,0.0,1.1765759,0.0,0.5,1.0
2519,XGBoostPoisson,90038A,GLASS AND PAINTED BEADS BRACELET TO,2011-12-05/2011-12-11,0.2777778,4.179383,1.1609397,0.0,1.1733724,0.0,0.5,1.0
2520,XGBoostPoisson,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2011-12-05/2011-12-11,0.05392157,10.67529,0.5756284,0.0,1.167377,0.0,0.0,8.0
2521,XGBoostPoisson,84795B,SUNSET CHECK HAMMOCK,2011-12-05/2011-12-11,0.18592966,5.3143277,0.9880911,0.0,1.1651735,0.0,0.5,3.0
2522,XGBoostPoisson,23065,LARGE DECO JEWELLERY STAND,2011-12-05/2011-12-11,0.10465116,4.60909,0.4823466,0.0,1.1583848,0.0,0.0,6.0
2523,XGBoostPoisson,22869,NUMBER TILE COTTAGE GARDEN 1,2011-12-05/2011-12-11,0.44345897,3.5129604,1.5578538,3.5129604,1.1556588,1.0,0.5,0.0
2524,XGBoostPoisson,84231,EASTER BUNNY WITH BASKET ON BACK,2011-12-05/2011-12-11,0.18592964,6.2437077,1.1608903,0.0,1.1509806,0.0,0.0,4.0
2525,XGBoostPoisson,90018B,GOLD M.O.P ORBIT DROP EARRINGS,2011-12-05/2011-12-11,0.5992509,3.3433018,2.0034766,3.3433018,1.1503093,1.0,1.25,0.0
2526,XGBoostPoisson,22289,"DECORATION , HANGING METAL CHICKEN",2011-12-05/2011-12-11,0.18592964,3.9598145,0.7362469,0.0,1.1493483,0.0,0.25,1.0
2527,XGBoostPoisson,22084,PAPER CHAIN KIT EMPIRE,2011-12-05/2011-12-11,0.05392157,7.0496073,0.38012588,0.0,1.1464757,0.0,0.0,9.0
