SourceRowNumber,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,IsExactDuplicate,SignedRevenue
822995,C562952,22980,PANTRY SCRUBBING BRUSH,-3,2011-08-11 10:10:00,1.65,12749.0,United Kingdom,False,-4.949999999999999
822996,C562952,22979,PANTRY WASHING UP BRUSH,-2,2011-08-11 10:10:00,1.45,12749.0,United Kingdom,False,-2.9
822997,C562952,22981,PANTRY APPLE CORER,-5,2011-08-11 10:10:00,1.45,12749.0,United Kingdom,False,-7.25
822998,C562952,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,False,-4.95
822999,C562952,23169,CLASSIC GLASS COOKIE JAR,-1,2011-08-11 10:10:00,4.15,12749.0,United Kingdom,False,-4.15
823000,C562952,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,False,-12.5
823001,C562952,23015,CORDIAL GLASS JUG,-1,2011-08-11 10:10:00,8.25,12749.0,United Kingdom,False,-8.25
823002,C562952,23017,APOTHECARY MEASURING JAR,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,False,-12.5
823003,C562952,23111,PARISIENNE SEWING BOX,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,False,-12.5
823004,C562953,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-08-11 10:12:00,4.95,16180.0,United Kingdom,False,-4.95
823005,C562953,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,False,-2.95
823006,C562953,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-08-11 10:12:00,1.65,16180.0,United Kingdom,False,-1.65
823007,C562953,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-11 10:12:00,1.65,16180.0,United Kingdom,False,-1.65
823008,C562953,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-11 10:12:00,1.25,16180.0,United Kingdom,False,-1.25
823009,C562953,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,False,-2.95
823010,C562953,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,False,-2.95
823011,C562954,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-08-11 10:13:00,2.95,17429.0,United Kingdom,False,-2.95
823012,C562954,84927F,PSYCHEDELIC TILE HOOK,-5,2011-08-11 10:13:00,0.39,17429.0,United Kingdom,False,-1.9500000000000002
823013,C562954,22461,SAVOY ART DECO CLOCK,-2,2011-08-11 10:13:00,3.95,17429.0,United Kingdom,False,-7.9
823014,C562956,82600,NO SINGING METAL SIGN,-6,2011-08-11 10:14:00,2.1,13186.0,United Kingdom,False,-12.600000000000001
823015,C562956,22637,PIGGY BANK RETROSPOT ,-1,2011-08-11 10:14:00,2.55,13186.0,United Kingdom,False,-2.55
823369,C562957,22842,BISCUIT TIN VINTAGE RED,-1,2011-08-11 10:15:00,6.75,13319.0,United Kingdom,False,-6.75
823370,C562957,22540,MINI JIGSAW CIRCUS PARADE ,-1,2011-08-11 10:15:00,0.42,13319.0,United Kingdom,False,-0.42
823371,C562958,M,Manual,-1,2011-08-11 10:19:00,3.25,17531.0,United Kingdom,False,-3.25
823372,C562959,85066,CREAM SWEETHEART MINI CHEST,-6,2011-08-11 10:21:00,1.8,17389.0,United Kingdom,False,-10.8
823373,C562959,22138,BAKING SET 9 PIECE RETROSPOT ,-6,2011-08-11 10:21:00,0.7,17389.0,United Kingdom,False,-4.199999999999999
823401,C562961,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-08-11 10:24:00,2.95,14305.0,United Kingdom,False,-17.700000000000003
823402,C562961,22766,PHOTO FRAME CORNICE,-7,2011-08-11 10:24:00,2.95,14305.0,United Kingdom,False,-20.650000000000002
823403,C562961,22852,DOG BOWL VINTAGE CREAM,-1,2011-08-11 10:24:00,4.25,14305.0,United Kingdom,False,-4.25
823404,C562961,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-5,2011-08-11 10:24:00,1.25,14305.0,United Kingdom,False,-6.25
823405,C562962,23132,SMALL IVORY HEART WALL ORGANISER,-1,2011-08-11 10:26:00,5.75,17579.0,United Kingdom,False,-5.75
823406,C562962,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,2011-08-11 10:26:00,2.95,17579.0,United Kingdom,False,-2.95
823506,C562969,22568,FELTCRAFT CUSHION OWL,-1,2011-08-11 10:58:00,3.75,12610.0,Italy,False,-3.75
823507,C562969,21987,PACK OF 6 SKULL PAPER CUPS,-12,2011-08-11 10:58:00,0.65,12610.0,Italy,False,-7.800000000000001
823663,C562992,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-11 11:48:00,16.95,12885.0,United Kingdom,False,-16.95
824320,C563068,23108,SET OF 10 LED DOLLY LIGHTS,-1,2011-08-11 15:26:00,6.25,13722.0,United Kingdom,False,-6.25
824368,C563072,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-08-11 15:45:00,1.25,16928.0,United Kingdom,False,-1.25
825009,C563107,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-12,2011-08-12 10:17:00,2.1,12709.0,Germany,False,-25.200000000000003
825010,C563107,23169,CLASSIC GLASS COOKIE JAR,-1,2011-08-12 10:17:00,4.15,12709.0,Germany,False,-4.15
825011,C563107,22960,JAM MAKING SET WITH JARS,-1,2011-08-12 10:17:00,3.75,12709.0,Germany,False,-3.75
825012,C563107,21452,TOADSTOOL MONEY BOX,-1,2011-08-12 10:17:00,2.95,12709.0,Germany,False,-2.95
825014,C563109,21936,RED RETROSPOT PICNIC BAG,-4,2011-08-12 10:31:00,2.95,12656.0,France,False,-11.8
825015,C563109,20725,LUNCH BAG RED RETROSPOT,-6,2011-08-12 10:31:00,1.65,12656.0,France,False,-9.899999999999999
825939,C563197,23160,REGENCY TEA SPOON,-3,2011-08-14 09:57:00,1.25,13047.0,United Kingdom,False,-3.75
826091,C563207,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2011-08-14 12:10:00,4.25,17613.0,United Kingdom,False,-4.25
826092,C563207,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2011-08-14 12:10:00,1.69,17613.0,United Kingdom,False,-1.69
826093,C563207,20781,GOLD EAR MUFF HEADPHONES,-1,2011-08-14 12:10:00,5.49,17613.0,United Kingdom,False,-5.49
826094,C563207,21933,PINK VINTAGE PAISLEY PICNIC BAG,-1,2011-08-14 12:10:00,1.65,17613.0,United Kingdom,False,-1.65
826095,C563207,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-1,2011-08-14 12:10:00,3.75,17613.0,United Kingdom,False,-3.75
826404,C563218,22383,LUNCH BAG SUKI DESIGN ,-1,2011-08-14 14:15:00,1.65,16401.0,United Kingdom,False,-1.65
826405,C563219,22469,HEART OF WICKER SMALL,-11,2011-08-14 14:17:00,1.65,17644.0,United Kingdom,False,-18.15
826406,C563220,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-08-14 14:22:00,4.95,16150.0,United Kingdom,False,-9.9
826407,C563220,22469,HEART OF WICKER SMALL,-6,2011-08-14 14:22:00,1.65,16150.0,United Kingdom,False,-9.899999999999999
826408,C563220,21289,LARGE STRIPES CHOCOLATE GIFT BAG,-4,2011-08-14 14:22:00,1.25,16150.0,United Kingdom,False,-5.0
826409,C563221,22780,LIGHT GARLAND BUTTERFILES PINK,-3,2011-08-14 14:23:00,4.25,17611.0,United Kingdom,False,-12.75
826410,C563222,22460,EMBOSSED GLASS TEALIGHT HOLDER,-3,2011-08-14 14:28:00,1.25,15660.0,United Kingdom,False,-3.75
826411,C563223,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2011-08-14 14:30:00,1.45,16292.0,United Kingdom,False,-1.45
826412,C563223,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-08-14 14:30:00,9.95,16292.0,United Kingdom,False,-19.9
826413,C563224,23298,SPOTTY BUNTING,-1,2011-08-14 14:33:00,4.95,12409.0,Switzerland,False,-4.95
826414,C563225,D,Discount,-1,2011-08-14 14:35:00,434.51,14911.0,EIRE,False,-434.51
826415,C563226,23253,16 PIECE CUTLERY SET PANTRY DESIGN,-1,2011-08-14 14:36:00,15.95,13116.0,United Kingdom,False,-15.95
826494,C563232,23173,REGENCY TEAPOT ROSES ,-1,2011-08-14 15:55:00,9.95,17988.0,United Kingdom,False,-9.95
826571,C563240,22616,PACK OF 12 LONDON TISSUES ,-12,2011-08-15 10:06:00,0.29,15048.0,United Kingdom,False,-3.4799999999999995
826723,C563249,21704,BAG 250g SWIRLY MARBLES,-1,2011-08-15 11:35:00,0.72,16656.0,United Kingdom,False,-0.72
826841,C563258,22061,LARGE CAKE STAND  HANGING STRAWBERY,-2,2011-08-15 12:08:00,8.5,15311.0,United Kingdom,False,-17.0
826842,C563258,20728,LUNCH BAG CARS BLUE,-1,2011-08-15 12:08:00,1.45,15311.0,United Kingdom,False,-1.45
826843,C563258,20727,LUNCH BAG  BLACK SKULL.,-1,2011-08-15 12:08:00,1.45,15311.0,United Kingdom,False,-1.45
827420,C563363,21579,LOLITA  DESIGN  COTTON TOTE BAG,-6,2011-08-15 16:20:00,2.25,15342.0,United Kingdom,False,-13.5
827421,C563363,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-08-15 16:20:00,0.83,15342.0,United Kingdom,False,-0.83
827531,C563375,23149,ANTIQUE IVORY WIRE BOWL SMALL,-6,2011-08-16 10:27:00,2.49,14911.0,EIRE,False,-14.940000000000001
827532,C563375,23073,GEORGIAN TRINKET BOX,-1,2011-08-16 10:27:00,12.5,14911.0,EIRE,False,-12.5
827533,C563375,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,2011-08-16 10:27:00,3.25,14911.0,EIRE,False,-19.5
827534,C563375,22193,RED DINER WALL CLOCK,-2,2011-08-16 10:27:00,8.5,14911.0,EIRE,False,-17.0
827960,C563433,84629,WHITE 3 FRAME BIRDS AND TREE ,-1,2011-08-16 12:14:00,4.95,16033.0,United Kingdom,False,-4.95
827961,C563433,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-08-16 12:14:00,2.95,16033.0,United Kingdom,False,-2.95
827962,C563433,21874,GIN AND TONIC MUG,-1,2011-08-16 12:14:00,1.25,16033.0,United Kingdom,False,-1.25
828256,C563446,POST,POSTAGE,-1,2011-08-16 14:24:00,4.41,15205.0,United Kingdom,False,-4.41
828318,C563459,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,2011-08-16 14:51:00,39.95,17048.0,United Kingdom,False,-39.95
828392,C563483,21713,CITRONELLA CANDLE FLOWERPOT,-3,2011-08-16 15:59:00,2.1,14175.0,United Kingdom,False,-6.300000000000001
828393,C563483,23108,SET OF 10 LED DOLLY LIGHTS,-1,2011-08-16 15:59:00,6.25,14175.0,United Kingdom,False,-6.25
828394,C563483,22927,GREEN GIANT GARDEN THERMOMETER,-1,2011-08-16 15:59:00,5.95,14175.0,United Kingdom,False,-5.95
828738,C563535,BANK CHARGES,Bank Charges,-1,2011-08-17 11:38:00,612.46,,United Kingdom,False,-612.46
828739,C563536,M,Manual,-1,2011-08-17 11:39:00,413.68,,United Kingdom,False,-413.68
828740,C563537,M,Manual,-1,2011-08-17 11:40:00,793.32,,United Kingdom,False,-793.32
829218,C563553,22885,NUMBER TILE VINTAGE FONT 6 ,-1,2011-08-17 13:14:00,1.95,16755.0,United Kingdom,False,-1.95
829219,C563553,22883,NUMBER TILE VINTAGE FONT 4,-1,2011-08-17 13:14:00,1.95,16755.0,United Kingdom,False,-1.95
829220,C563553,22882,NUMBER TILE VINTAGE FONT 3,-1,2011-08-17 13:14:00,1.95,16755.0,United Kingdom,False,-1.95
829221,C563553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-08-17 13:14:00,2.95,16755.0,United Kingdom,False,-2.95
829222,C563553,22197,POPCORN HOLDER,-1,2011-08-17 13:14:00,0.85,16755.0,United Kingdom,False,-0.85
829223,C563554,22467,GUMBALL COAT RACK,-1,2011-08-17 13:16:00,2.55,16755.0,United Kingdom,False,-2.55
829805,C563570,21067,VINTAGE RED TEATIME MUG,-23,2011-08-17 14:51:00,1.06,17949.0,United Kingdom,False,-24.380000000000003
829885,C563577,21877,HOME SWEET HOME MUG,-828,2011-08-17 15:06:00,1.06,17949.0,United Kingdom,False,-877.6800000000001
829886,C563577,21871,SAVE THE PLANET MUG,-576,2011-08-17 15:06:00,1.06,17949.0,United Kingdom,False,-610.5600000000001
829887,C563577,21069,VINTAGE BILLBOARD TEA MUG,-701,2011-08-17 15:06:00,1.06,17949.0,United Kingdom,False,-743.0600000000001
830088,C563586,22077,6 RIBBONS RUSTIC CHARM,-6,2011-08-17 17:19:00,1.65,12697.0,Sweden,False,-9.899999999999999
830089,C563587,21314,SMALL GLASS HEART TRINKET POT,-5,2011-08-17 17:37:00,2.1,18248.0,United Kingdom,False,-10.5
830123,C563591,23296,SET OF 6 TEA TIME BAKING CASES,-4,2011-08-18 06:10:00,1.25,16145.0,United Kingdom,False,-5.0
830124,C563592,D,Discount,-1,2011-08-18 06:12:00,9.6,16029.0,United Kingdom,False,-9.6
830125,C563593,D,Discount,-1,2011-08-18 06:13:00,206.4,14646.0,Netherlands,False,-206.4
830126,C563594,21314,SMALL GLASS HEART TRINKET POT,-5,2011-08-18 06:14:00,2.1,18248.0,United Kingdom,False,-10.5
830127,C563595,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-08-18 06:15:00,2.75,13769.0,United Kingdom,False,-5.5
830128,C563595,23091,ZINC HERB GARDEN CONTAINER,-1,2011-08-18 06:15:00,6.25,13769.0,United Kingdom,False,-6.25
830129,C563596,22776,SWEETHEART CAKESTAND 3 TIER,-2,2011-08-18 06:19:00,9.95,12749.0,United Kingdom,False,-19.9
830131,C563598,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,2011-08-18 06:21:00,6.35,14305.0,United Kingdom,False,-6.35
830132,C563599,22842,BISCUIT TIN VINTAGE RED,-1,2011-08-18 06:22:00,6.75,15152.0,United Kingdom,False,-6.75
830133,C563599,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,2011-08-18 06:22:00,1.25,15152.0,United Kingdom,False,-1.25
830134,C563599,22425,ENAMEL COLANDER CREAM,-1,2011-08-18 06:22:00,4.95,15152.0,United Kingdom,False,-4.95
830135,C563600,84818,DANISH ROSE PHOTO FRAME,-18,2011-08-18 06:24:00,0.79,14911.0,EIRE,False,-14.22
830136,C563600,21218,RED SPOTTY BISCUIT TIN,-1,2011-08-18 06:24:00,3.75,14911.0,EIRE,False,-3.75
830137,C563600,22608,PENS ASSORTED FUNKY JEWELED ,-7,2011-08-18 06:24:00,0.19,14911.0,EIRE,False,-1.33
830138,C563600,22625,RED KITCHEN SCALES,-1,2011-08-18 06:24:00,8.5,14911.0,EIRE,False,-8.5
830139,C563600,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-18 06:24:00,4.95,14911.0,EIRE,False,-4.95
830140,C563600,84880,WHITE WIRE EGG HOLDER,-1,2011-08-18 06:24:00,7.5,14911.0,EIRE,False,-7.5
830141,C563600,22627,MINT KITCHEN SCALES,-1,2011-08-18 06:24:00,8.5,14911.0,EIRE,False,-8.5
830142,C563600,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-18 06:24:00,12.75,14911.0,EIRE,False,-12.75
830143,C563600,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2011-08-18 06:24:00,2.55,14911.0,EIRE,False,-2.55
830144,C563600,22182,CAKE STAND VICTORIAN FILIGREE SMALL,-2,2011-08-18 06:24:00,4.95,14911.0,EIRE,False,-9.9
830145,C563600,21584,RETROSPOT SMALL TUBE MATCHES,-1,2011-08-18 06:24:00,1.65,14911.0,EIRE,False,-1.65
830146,C563600,21845,DAIRY MAID STRIPE MUG,-8,2011-08-18 06:24:00,0.79,14911.0,EIRE,False,-6.32
830147,C563601,23160,REGENCY TEA SPOON,-3,2011-08-18 06:25:00,1.25,13047.0,United Kingdom,False,-3.75
830148,C563602,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-18 06:26:00,9.95,14291.0,United Kingdom,False,-9.95
830149,C563603,22358,KINGS CHOICE TEA CADDY ,-1,2011-08-18 06:28:00,2.95,17302.0,United Kingdom,False,-2.95
830150,C563603,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-08-18 06:28:00,12.75,17302.0,United Kingdom,False,-12.75
830151,C563604,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-18 06:28:00,14.95,15251.0,United Kingdom,False,-14.95
830152,C563605,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-08-18 06:29:00,2.95,14112.0,United Kingdom,False,-2.95
830153,C563606,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-18 06:30:00,16.95,13925.0,United Kingdom,False,-16.95
830154,C563606,22846,BREAD BIN DINER STYLE RED ,-1,2011-08-18 06:30:00,16.95,13925.0,United Kingdom,False,-16.95
830155,C563606,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,2011-08-18 06:30:00,14.95,13925.0,United Kingdom,False,-14.95
830156,C563607,22729,ALARM CLOCK BAKELIKE ORANGE,-2,2011-08-18 06:31:00,3.75,13078.0,United Kingdom,False,-7.5
830157,C563608,21845,DAIRY MAID STRIPE MUG,-2,2011-08-18 06:33:00,0.79,17719.0,United Kingdom,False,-1.58
830158,C563608,22624,IVORY KITCHEN SCALES,-1,2011-08-18 06:33:00,8.5,17719.0,United Kingdom,False,-8.5
830159,C563609,22784,LANTERN CREAM GAZEBO ,-2,2011-08-18 06:34:00,4.95,18178.0,United Kingdom,False,-9.9
830160,C563610,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,2011-08-18 06:36:00,4.25,14937.0,Channel Islands,False,-4.25
830161,C563611,84949,SILVER HANGING T-LIGHT HOLDER,-3,2011-08-18 06:38:00,1.65,17340.0,United Kingdom,False,-4.949999999999999
830162,C563611,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-18 06:38:00,0.65,17340.0,United Kingdom,False,-0.65
830163,C563612,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-08-18 06:39:00,3.75,17442.0,United Kingdom,False,-3.75
830660,C563655,22844,VINTAGE CREAM DOG FOOD CONTAINER,-12,2011-08-18 10:44:00,7.65,15311.0,United Kingdom,False,-91.80000000000001
830661,C563655,22778,GLASS CLOCHE SMALL,-24,2011-08-18 10:44:00,3.39,15311.0,United Kingdom,False,-81.36
830662,C563655,47351B,BLUE  VOILE LAMPSHADE,-48,2011-08-18 10:44:00,2.55,15311.0,United Kingdom,False,-122.39999999999999
830663,C563655,23165,LARGE CERAMIC TOP STORAGE JAR,-48,2011-08-18 10:44:00,1.45,15311.0,United Kingdom,False,-69.6
830944,C563693,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2011-08-18 13:04:00,1.65,17243.0,United Kingdom,False,-1.65
830945,C563693,23184,BULL DOG BOTTLE OPENER,-2,2011-08-18 13:04:00,4.95,17243.0,United Kingdom,False,-9.9
831294,C563716,22470,HEART OF WICKER LARGE,-1,2011-08-18 16:14:00,2.95,15706.0,United Kingdom,False,-2.95
831859,C563751,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2011-08-19 10:37:00,1.25,12528.0,Germany,False,-5.0
831860,C563752,22891,TEA FOR ONE POLKADOT,-1,2011-08-19 10:38:00,4.25,12362.0,Belgium,False,-4.25
831861,C563752,22659,LUNCH BOX I LOVE LONDON,-6,2011-08-19 10:38:00,1.95,12362.0,Belgium,False,-11.7
831862,C563752,22630,DOLLY GIRL LUNCH BOX,-1,2011-08-19 10:38:00,1.95,12362.0,Belgium,False,-1.95
832028,C563773,22730,ALARM CLOCK BAKELIKE IVORY,-8,2011-08-19 11:18:00,3.75,13048.0,United Kingdom,False,-30.0
832186,C563838,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-08-19 13:13:00,3.75,18241.0,United Kingdom,False,-15.0
832424,C563856,21789,KIDS RAIN MAC PINK,-19,2011-08-19 15:39:00,0.85,13090.0,United Kingdom,False,-16.15
832425,C563856,21788,KIDS RAIN MAC BLUE,-20,2011-08-19 15:39:00,0.85,13090.0,United Kingdom,False,-17.0
832481,C563894,21042,RED RETROSPOT APRON ,-1,2011-08-21 09:18:00,5.95,16330.0,United Kingdom,False,-5.95
832482,C563894,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,-1,2011-08-21 09:18:00,3.75,16330.0,United Kingdom,False,-3.75
832515,C563899,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-21 10:55:00,3.75,17097.0,Spain,False,-3.75
832516,C563899,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-1,2011-08-21 10:55:00,12.75,17097.0,Spain,False,-12.75
832931,C563918,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2011-08-21 13:47:00,1.45,14572.0,United Kingdom,False,-1.45
833774,C563948,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,2011-08-22 10:30:00,1.65,13089.0,United Kingdom,False,-9.899999999999999
833775,C563948,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-6,2011-08-22 10:30:00,1.65,13089.0,United Kingdom,False,-9.899999999999999
833776,C563948,21670,BLUE SPOT CERAMIC DRAWER KNOB,-6,2011-08-22 10:30:00,1.25,13089.0,United Kingdom,False,-7.5
834624,C564063,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-08-22 15:00:00,3.25,16184.0,United Kingdom,False,-3.25
834822,C564081,22423,REGENCY CAKESTAND 3 TIER,-150,2011-08-22 17:10:00,10.95,17949.0,United Kingdom,False,-1642.5
834840,C564084,23574,PACKING CHARGE,-1,2011-08-23 09:16:00,7.5,14911.0,EIRE,False,-7.5
835036,C564094,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2011-08-23 10:30:00,2.95,16550.0,United Kingdom,False,-5.9
835037,C564094,21658,GLASS  BEURRE DISH,-2,2011-08-23 10:30:00,3.95,16550.0,United Kingdom,False,-7.9
835051,C564104,23199,JUMBO BAG APPLES,-10,2011-08-23 10:38:00,2.08,12530.0,Germany,False,-20.8
835052,C564104,90070,RUBY GLASS CLUSTER BRACELET,-3,2011-08-23 10:38:00,5.95,12530.0,Germany,False,-17.85
835053,C564108,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,2011-08-23 10:42:00,4.95,12428.0,Finland,False,-4.95
835055,C564131,22946,WOODEN ADVENT CALENDAR CREAM,-1,2011-08-23 10:55:00,16.95,14407.0,United Kingdom,False,-16.95
835069,C564134,23198,PANTRY MAGNETIC  SHOPPING LIST,-7,2011-08-23 11:02:00,1.45,12456.0,Switzerland,False,-10.15
835070,C564134,23196,VINTAGE LEAF MAGNETIC NOTEPAD,-8,2011-08-23 11:02:00,1.45,12456.0,Switzerland,False,-11.6
835071,C564134,22551,PLASTERS IN TIN SPACEBOY,-1,2011-08-23 11:02:00,1.65,12456.0,Switzerland,False,-1.65
835072,C564134,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,2011-08-23 11:02:00,3.75,12456.0,Switzerland,False,-3.75
835154,C564138,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-08-23 11:36:00,1.65,12753.0,Japan,False,-1.65
835155,C564138,20979,36 PENCILS TUBE RED RETROSPOT,-16,2011-08-23 11:36:00,1.25,12753.0,Japan,False,-20.0
835156,C564138,22637,PIGGY BANK RETROSPOT ,-2,2011-08-23 11:36:00,2.1,12753.0,Japan,False,-4.2
835157,C564138,21218,RED SPOTTY BISCUIT TIN,-3,2011-08-23 11:36:00,3.25,12753.0,Japan,False,-9.75
835158,C564138,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,2011-08-23 11:36:00,3.75,12753.0,Japan,False,-3.75
835159,C564138,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,2011-08-23 11:36:00,1.65,12753.0,Japan,False,-3.3
835160,C564138,23238,SET OF 4 KNICK KNACK TINS LONDON ,-1,2011-08-23 11:36:00,3.75,12753.0,Japan,False,-3.75
835161,C564138,23229,VINTAGE DONKEY TAIL GAME ,-1,2011-08-23 11:36:00,3.39,12753.0,Japan,False,-3.39
835327,C564142,79191C,RETRO PLASTIC ELEPHANT TRAY,-1,2011-08-23 11:49:00,0.85,12477.0,Germany,False,-0.85
835328,C564142,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-08-23 11:49:00,1.95,12477.0,Germany,False,-1.95
835329,C564142,21155,RED RETROSPOT PEG BAG,-1,2011-08-23 11:49:00,2.55,12477.0,Germany,False,-2.55
835865,C564183,POST,POSTAGE,-1,2011-08-23 15:04:00,14.95,,United Kingdom,False,-14.95
835866,C564183,M,Manual,-1,2011-08-23 15:04:00,58.29,,United Kingdom,False,-58.29
836308,C564204,21137,BLACK RECORD COVER FRAME,-1,2011-08-24 08:55:00,3.39,13576.0,United Kingdom,False,-3.39
836310,C564206,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2011-08-24 09:04:00,1.25,14301.0,United Kingdom,False,-1.25
836311,C564206,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-2,2011-08-24 09:04:00,1.25,14301.0,United Kingdom,False,-2.5
836312,C564206,22067,CHOC TRUFFLE GOLD TRINKET POT ,-3,2011-08-24 09:04:00,1.45,14301.0,United Kingdom,False,-4.35
836313,C564207,22156,HEART DECORATION WITH PEARLS ,-7,2011-08-24 09:06:00,0.72,15270.0,United Kingdom,False,-5.04
836314,C564207,22457,NATURAL SLATE HEART CHALKBOARD ,-2,2011-08-24 09:06:00,2.55,15270.0,United Kingdom,False,-5.1
836315,C564207,75049L,LARGE CIRCULAR MIRROR MOBILE,-35,2011-08-24 09:06:00,0.85,15270.0,United Kingdom,False,-29.75
836316,C564208,23129,HEART SHAPED HOLLY WREATH,-1,2011-08-24 09:07:00,4.15,15469.0,United Kingdom,False,-4.15
836317,C564208,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-08-24 09:07:00,9.95,15469.0,United Kingdom,False,-9.95
836318,C564209,22996,TRAVEL CARD WALLET VINTAGE TICKET,-1,2011-08-24 09:07:00,0.42,14189.0,United Kingdom,False,-0.42
836319,C564209,22121,NOEL WOODEN BLOCK LETTERS ,-1,2011-08-24 09:07:00,5.95,14189.0,United Kingdom,False,-5.95
836320,C564210,23203,JUMBO BAG VINTAGE DOILY ,-1,2011-08-24 09:10:00,2.08,14194.0,United Kingdom,False,-2.08
836321,C564211,23112,PARISIENNE CURIO CABINET,-1,2011-08-24 09:11:00,7.5,17652.0,United Kingdom,False,-7.5
836322,C564211,23110,PARISIENNE KEY CABINET ,-1,2011-08-24 09:11:00,5.75,17652.0,United Kingdom,False,-5.75
836323,C564212,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-24 09:13:00,2.95,13209.0,United Kingdom,False,-2.95
836324,C564212,22992,REVOLVER WOODEN RULER ,-1,2011-08-24 09:13:00,1.95,13209.0,United Kingdom,False,-1.95
836325,C564212,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,False,-3.75
836326,C564212,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,False,-3.75
836327,C564212,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,False,-3.75
