StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
10123C,HEARTS WRAPPING TAPE,646,249.86,61,34,5,0.65,2009-12-07 18:02:00,2011-03-31 13:14:00,10.59016393442623,0.0012679277576078693,99.46423949076387
21460,GREEN EASTER EGG HUNT START POST,113,249.64999999999998,27,18,2,1.95,2010-01-29 09:21:00,2011-03-23 11:48:00,4.185185185185185,0.0012668621015240716,99.4655063528654
21372,MIRRORED WALL ART TABLE LAMP,153,248.89000000000001,47,34,4,1.655,2009-12-14 13:30:00,2011-11-28 15:54:00,3.25531914893617,0.0012630054414112808,99.46676935830682
23141,TRIPLE WIRE HOOK PINK HEART,58,248.82000000000002,21,15,2,4.15,2011-04-19 16:52:00,2011-11-30 15:13:00,2.761904761904762,0.0012626502227166818,99.46803200852953
84621,BLUE GINGHAM ROSE FLOOR CUSHION,29,247.26,15,9,1,7.95,2009-12-14 12:58:00,2010-04-23 11:21:00,1.9333333333333333,0.0012547339203799,99.46928674244991
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,152,246.8,14,10,3,2.95,2009-12-07 13:59:00,2010-03-24 11:56:00,10.857142857142858,0.0012523996261011052,99.470539142076
90035A,"PEARL & SHELL 42""NECKL. GREEN",23,246.7,15,12,1,10.75,2009-12-07 13:35:00,2011-04-13 16:58:00,1.5333333333333334,0.0012518921708231064,99.47179103424683
82011A,"BATHROOM SCALES, TROPICAL BEACH",59,246.58,34,29,2,3.75,2010-02-03 08:50:00,2011-11-13 16:16:00,1.7352941176470589,0.0012512832244895079,99.47304231747133
46307,ROSES BLUE BASE CUSHION COVER,51,246.03,33,17,1,5.91,2009-12-21 17:14:00,2010-07-29 10:26:00,1.5454545454545454,0.0012484922204605143,99.47429080969178
84623,PINK GINGHAM ROSE FLOOR CUSHION,50,245.68,11,6,1,7.95,2009-12-14 11:48:00,2010-03-03 09:10:00,4.545454545454546,0.0012467161269875183,99.47553752581877
47503H,ASS FLORAL PRINT SPIRIT LEVEL,159,245.32999999999998,59,38,1,1.95,2009-12-08 13:59:00,2011-11-22 14:04:00,2.694915254237288,0.0012449400335145225,99.47678246585228
21193,WHITE HONEYCOMB PAPER FAN,101,244.57,18,12,1,2.1,2009-12-13 11:46:00,2010-04-07 14:12:00,5.611111111111111,0.0012410833734017314,99.47802354922568
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,104,243.60999999999999,49,34,1,2.46,2010-01-05 16:50:00,2011-11-13 16:18:00,2.122448979591837,0.0012362118027329427,99.47925976102842
23474,WOODLAND SMALL BLUE FELT HEART,282,242.85999999999999,34,6,6,0.83,2011-10-24 13:37:00,2011-12-02 14:48:00,8.294117647058824,0.0012324058881479515,99.48049216691656
35818P,"ACRYLIC JEWEL ICICLE, PINK",557,241.39,24,18,2,0.38,2010-05-14 12:00:00,2011-11-30 10:45:00,23.208333333333332,0.0012249462955613688,99.48171711321213
90170,DAISY HAIR BAND,145,241.32999999999998,68,43,4,1.67,2009-12-07 18:02:00,2011-12-02 16:39:00,2.1323529411764706,0.0012246418223945694,99.48294175503452
90081C,LILY BROOCH OLIVE COLOUR,48,240.32000000000002,34,27,1,4.98,2009-12-09 09:42:00,2011-11-29 16:33:00,1.411764705882353,0.0012195165240867815,99.4841612715586
84671B,CROCHET BEAR WITH BLUE STRIPES,86,240.26,24,4,1,2.55,2009-12-07 13:07:00,2010-01-11 09:34:00,3.5833333333333335,0.0012192120509199819,99.48538048360953
21032,SPACE CADET WHITE,193,239.66,49,32,3,1.25,2009-12-13 15:17:00,2011-11-30 11:48:00,3.938775510204082,0.001216167319251989,99.48659665092879
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",30,238.88000000000002,14,12,1,7.95,2009-12-09 09:51:00,2011-12-02 16:39:00,2.142857142857143,0.0012122091680835984,99.48780886009688
84629,WHITE 3 FRAME BIRDS AND TREE,24,237.8,13,10,2,4.95,2010-02-22 13:19:00,2011-07-26 12:00:00,1.8461538461538463,0.0012067286510812109,99.48901558874796
72801d,4 SKY BLUE DINNER CANDLES,96,237.76,58,39,1,2.46,2010-01-25 15:40:00,2011-11-23 11:11:00,1.6551724137931034,0.0012065256689700113,99.49022211441694
44217M,MULTICOLOUR FEATHERS CURTAIN,72,236.40000000000003,3,1,1,3.95,2010-02-15 13:20:00,2010-02-15 13:29:00,24.0,0.0011996242771892273,99.49142173869413
21144,PINK POODLE HANGING DECORATION,456,236.38000000000002,54,23,6,0.38,2009-12-07 13:48:00,2010-12-21 15:19:00,8.444444444444445,0.0011995227861336276,99.49262126148027
20891,LARGE GLASS ROSE SCENTED CANDLE,684,236.32999999999998,3,3,1,7.95,2010-01-12 09:47:00,2010-04-19 10:36:00,228.0,0.001199269058494628,99.49382053053876
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,28,236.11,23,19,1,8.49,2010-01-19 09:05:00,2011-11-02 15:33:00,1.2173913043478262,0.0011981526568830307,99.49501868319564
23695,DOILY THANK YOU CARD,547,235.26,45,4,4,0.42,2011-11-09 14:11:00,2011-12-04 13:59:00,12.155555555555555,0.0011938392870200407,99.49621252248267
84993B,75 BLACK PETIT FOUR CASES,530,234.84,83,45,3,0.42,2009-12-10 10:29:00,2011-08-08 13:46:00,6.385542168674699,0.0011917079748524455,99.49740423045752
90129C,GREEN GLASS TASSLE BAG CHARM,104,234.53,49,33,1,1.66,2010-01-11 09:34:00,2011-11-16 15:23:00,2.122448979591837,0.0011901348634906492,99.49859436532101
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,28,234.28,20,15,1,8.29,2010-03-29 14:55:00,2011-08-24 09:36:00,1.4,0.0011888662252956522,99.4997832315463
79328,BLUE FLOCK GLASS CANDLEHOLDER,541,234.27,14,12,2,0.38,2009-12-11 10:37:00,2010-07-26 14:36:00,38.642857142857146,0.0011888154797678521,99.50097204702607
84660c,PINK STITCHED WALL CLOCK,31,233.98,28,23,1,7.62,2010-05-26 12:36:00,2011-08-11 10:14:00,1.1071428571428572,0.0011873438594616557,99.50215939088552
90185A,AMBER DIAMANTE EXPANDABLE RING,55,233.29,26,23,2,4.24,2009-12-08 15:49:00,2011-11-16 15:16:00,2.1153846153846154,0.0011838424180434636,99.50334323330357
90081A,LILY BROOCH AMETHYST COLOUR,47,232.9,23,21,1,4.95,2009-12-07 16:38:00,2011-11-27 15:18:00,2.0434782608695654,0.0011818633424592682,99.50452509664602
37483,ENGLISH ROSE MUG IN GIFT BOX,143,232.89,10,5,1,2.55,2010-05-16 11:24:00,2010-06-08 11:51:00,14.3,0.0011818125969314684,99.50570690924295
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,523,231.52,34,21,2,0.42,2009-12-07 13:24:00,2010-06-10 18:50:00,15.382352941176471,0.0011748604596228845,99.50688176970257
23465,TUSCAN VILLA BIRD FEEDER,28,231.0,15,7,2,8.25,2011-10-04 16:39:00,2011-11-24 15:01:00,1.8666666666666667,0.0011722216921772905,99.50805399139475
20818,GOLD TEDDY BEAR,77,231.0,24,19,2,3.75,2009-12-10 11:55:00,2011-05-04 13:36:00,3.2083333333333335,0.0011722216921772905,99.50922621308692
20855,PINK PATCH PURSE BLUE HEART,140,230.99999999999997,45,25,3,1.65,2009-12-09 14:25:00,2010-09-15 11:22:00,3.111111111111111,0.0011722216921772903,99.51039843477909
21226,POCKET MIRROR WOODLAND,213,230.54999999999998,37,23,3,1.25,2009-12-11 15:40:00,2011-11-25 11:12:00,5.756756756756757,0.001169938143426296,99.51156837292251
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,46,230.54000000000002,32,27,1,5.09,2009-12-14 18:03:00,2011-11-25 16:14:00,1.4375,0.0011698873978984961,99.5127382603204
22880,NUMBER TILE VINTAGE FONT 1,111,230.26999999999998,37,25,1,4.13,2010-10-25 16:43:00,2011-11-15 12:25:00,3.0,0.001168517268647899,99.51390677758906
21412,VINTAGE GOLD TINSEL REEL,260,229.9,58,19,4,0.42,2009-12-07 15:26:00,2010-11-21 10:38:00,4.482758620689655,0.0011666396841193034,99.51507341727317
72781,BLACK SILOUETTE CANDLE PLATE,121,229.5,15,12,3,2.1,2009-12-17 14:38:00,2010-10-11 10:33:00,8.066666666666666,0.0011646098630073082,99.51623802713618
82093,HEART SHAPE BUTTON FRAME,108,228.84,22,5,1,3.43,2009-12-07 17:56:00,2010-01-22 11:28:00,4.909090909090909,0.001161260658172516,99.51739928779436
82585,SWEET VALENCIA CANDLE+CUP,161,228.19,44,11,1,1.25,2009-12-07 12:08:00,2010-03-02 17:13:00,3.659090909090909,0.0011579621988655235,99.51855724999322
72750D,F.FAIRY S/3 CANDLE/GLASS,110,226.5,11,7,2,1.95,2009-12-07 13:48:00,2010-01-28 11:40:00,10.0,0.0011493862046673433,99.5197066361979
23003,TRAVEL CARD WALLET VINTAGE ROSE,542,226.2,53,16,3,0.42,2011-02-16 16:56:00,2011-06-12 12:34:00,10.226415094339623,0.0011478638388333468,99.52085450003673
84966A,PINK KASHMIRI BOXED MIRROR,13,225.95,4,4,1,20.0,2010-01-19 12:18:00,2010-11-02 17:29:00,3.25,0.0011465952006383497,99.52200109523737
35809B,ENAMEL BLUE RIM TEA CONTAINER,103,225.44,32,21,4,2.1,2009-12-08 15:00:00,2011-04-11 14:11:00,3.21875,0.0011440071787205558,99.5231451024161
TEST001,This is a test product.,50,225.0,9,5,1,4.5,2009-12-14 08:34:00,2010-04-12 09:52:00,5.555555555555555,0.001141774375497361,99.52428687679159
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,223,224.47,16,15,3,1.45,2010-01-24 15:54:00,2011-09-04 13:07:00,13.9375,0.0011390848625239672,99.52542596165412
84927E,FLOWERS TILE HOOK,494,224.31,29,24,3,2.1,2010-02-02 09:39:00,2011-07-18 11:47:00,17.03448275862069,0.0011382729340791691,99.52656423458821
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,499,224.15,11,7,1,1.65,2009-12-07 17:56:00,2010-03-02 10:37:00,45.36363636363637,0.001137461005634371,99.52770169559385
35597B,BLACKCHRISTMAS TREE 30CM,78,224.1,7,7,3,1.25,2009-12-13 15:54:00,2010-12-06 12:15:00,11.142857142857142,0.0011372072779953714,99.52883890287184
90164A,PINK ROSEBUD PEARL BRACELET,39,222.57999999999998,24,19,2,7.57,2009-12-08 15:49:00,2011-12-02 16:14:00,1.625,0.0011294939577697893,99.52996839682962
90210B,CLEAR ACRYLIC FACETED BANGLE,92,222.04000000000002,23,19,2,2.95,2009-12-10 14:19:00,2011-10-27 14:52:00,4.0,0.0011267536992685958,99.53109515052888
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,335,221.4,2,1,1,2.475,2009-12-14 18:03:00,2009-12-16 12:39:00,167.5,0.001123505985489403,99.53221865651437
17013B,ORIGAMI JASMINE INCENSE IN TUBE,256,221.03,3,2,1,1.27,2009-12-09 09:42:00,2009-12-16 12:39:00,85.33333333333333,0.0011216284009608075,99.53334028491534
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,26,220.94000000000003,19,9,1,8.47,2009-12-22 15:04:00,2011-04-15 10:37:00,1.368421052631579,0.0011211716912106087,99.53446145660655
71028B,SILVER BLUE EGG T-LIGHT HOLDER,490,220.88000000000002,11,5,1,1.65,2009-12-07 17:56:00,2010-01-17 11:55:00,44.54545454545455,0.0011208672180438094,99.5355823238246
90133,TEAL/FUSCHIA COL BEAD NECKLACE,44,220.86,33,21,1,5.09,2009-12-14 17:16:00,2011-12-02 16:39:00,1.3333333333333333,0.0011207657269882096,99.5367030895516
23475,WOODLAND SMALL PINK FELT HEART,260,220.6,29,6,5,0.83,2011-10-27 16:23:00,2011-12-04 13:55:00,8.96551724137931,0.0011194463432654125,99.53782253589486
90116,FRUIT SALAD BAG CHARM,104,220.6,62,43,2,2.46,2010-02-02 11:40:00,2011-12-02 16:14:00,1.6774193548387097,0.0011194463432654125,99.53894198223813
62086A,PINK RETRO BIG FLOWER BAG,113,220.35,24,19,1,1.95,2010-03-01 12:21:00,2011-06-23 14:11:00,4.708333333333333,0.0011181777050704154,99.5400601599432
21370,MIRRORED WALL ART FOXY,47,220.21,18,16,1,6.35,2009-12-10 09:49:00,2011-12-04 15:19:00,2.611111111111111,0.001117467267681217,99.54117762721087
90124C,GREEN MURANO TWIST NECKLACE,22,220.20999999999998,16,16,1,9.95,2009-12-16 17:58:00,2011-11-03 15:56:00,1.375,0.0011174672676812168,99.54229509447855
72225D,VANILLA SCENT CAKE CANDLE,962,219.45999999999998,11,8,2,0.29,2009-12-17 19:33:00,2010-05-13 10:15:00,87.45454545454545,0.0011136613530962258,99.54340875583165
90122B,JADE CRYSTAL+GLASS BRACELET,44,219.09,25,22,1,4.95,2009-12-14 18:03:00,2011-09-02 09:34:00,1.76,0.0011117837685676302,99.54452053960021
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,576,218.88,13,11,1,0.38,2009-12-10 14:13:00,2011-11-14 12:07:00,44.30769230769231,0.0011107181124838327,99.5456312577127
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,171,218.75,22,5,1,1.95,2009-12-07 11:05:00,2010-09-21 12:37:00,7.7727272727272725,0.0011100584206224342,99.54674131613332
84247K,"FOLK ART GREETING CARD,pack/12",70,218.73000000000002,26,23,3,2.95,2009-12-07 18:02:00,2011-10-16 16:13:00,2.6923076923076925,0.0011099569295668346,99.54785127306289
90119,METALIC LEAVES BAG CHARMS,87,218.47,40,33,2,2.46,2010-06-23 10:53:00,2011-12-02 16:14:00,2.175,0.0011086375458440375,99.54895991060873
23036,T-LIGHT HOLDER SILVER PETIT FOUR,172,217.42000000000002,15,12,1,1.25,2011-06-22 11:59:00,2011-11-30 16:21:00,11.466666666666667,0.0011033092654250498,99.55006321987416
22884,NUMBER TILE VINTAGE FONT 5,110,217.26,39,33,1,4.13,2010-10-21 14:55:00,2011-11-30 12:32:00,2.8205128205128207,0.0011024973369802517,99.55116571721115
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",420,216.7,11,10,1,0.38,2010-05-14 12:00:00,2011-08-12 12:37:00,38.18181818181818,0.0010996555874234583,99.55226537279857
84807,RED POPPY ARTIFICIAL FLOWER,233,215.93,7,7,1,1.69,2010-01-07 11:52:00,2010-05-14 12:00:00,33.285714285714285,0.0010957481817828673,99.55336112098036
90199B,5 STRAND GLASS NECKLACE AMETHYST,34,215.76,29,21,1,6.35,2009-12-08 14:33:00,2011-12-02 16:39:00,1.1724137931034482,0.0010948855078102694,99.55445600648817
84371,BIG PINK POODLE,28,215.45,4,4,1,17.95,2009-12-07 15:42:00,2010-01-25 15:54:00,7.0,0.001093312396448473,99.55554931888462
22881,NUMBER TILE VINTAGE FONT 2,111,214.69,35,29,1,4.13,2010-10-25 16:43:00,2011-11-15 12:25:00,3.1714285714285713,0.001089455736335682,99.55663877462095
90123A,PINK HEART OF GLASS BRACELET,36,214.07,19,16,1,5.95,2009-12-13 12:31:00,2011-10-10 16:02:00,1.894736842105263,0.0010863095136120892,99.55772508413456
23560,SET OF 6 RIBBONS COUNTRY STYLE,70,213.9,16,2,3,2.89,2011-11-27 11:57:00,2011-12-02 15:39:00,4.375,0.001085446839639491,99.5588105309742
90005A,JADE GREEN ENAMEL HAIR COMB,104,212.54999999999998,55,33,2,2.11,2009-12-07 17:56:00,2011-04-27 17:18:00,1.8909090909090909,0.001078596193386507,99.55988912716758
84313A,PINK TV TRAY TABLE,38,212.42,19,18,3,4.25,2009-12-15 15:21:00,2010-10-10 14:18:00,2.0,0.0010779365015251086,99.56096706366911
84725,FREESTYLE CANVAS ART PICTURE,133,212.24999999999997,28,21,1,1.65,2009-12-17 15:44:00,2011-09-22 17:19:00,4.75,0.0010770738275525102,99.56204413749666
21400,RED PUDDING SPOON,1075,211.81,89,53,5,0.42,2009-12-07 13:59:00,2011-12-04 14:55:00,12.07865168539326,0.0010748410243293157,99.56311897852099
17084P,DRAGONS BLOOD INCENSE,963,211.41,68,45,2,0.42,2009-12-07 13:48:00,2011-11-22 15:41:00,14.161764705882353,0.0010728112032173203,99.5641917897242
84927D,LA PALMIERA TILE HOOK,953,211.29000000000002,28,20,4,2.1,2010-04-18 15:53:00,2011-07-25 13:57:00,34.035714285714285,0.001072202256883722,99.56526399198108
90155,RESIN NECKLACE W PASTEL BEADS,28,211.18,19,16,2,7.5,2009-12-22 14:31:00,2011-11-23 14:05:00,1.4736842105263157,0.001071644056077923,99.56633563603717
21369,MIRRORED WALL ART SPLODGES,121,210.36,21,18,3,1.25,2009-12-23 12:07:00,2011-11-04 13:15:00,5.761904761904762,0.0010674829227983326,99.56740311895996
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,63,209.16,43,31,1,3.29,2010-02-19 10:49:00,2011-11-30 15:33:00,1.4651162790697674,0.0010613934594623467,99.56846451241942
85168A,WHITE BAROQUE CARRIAGE CLOCK,21,208.95,14,12,1,9.95,2009-12-13 15:16:00,2010-06-14 15:11:00,1.5,0.0010603278033785492,99.5695248402228
35833G,4 GOLD FLOCK CHRISTMAS BALLS,131,208.81,33,15,2,1.25,2009-12-11 15:52:00,2010-12-06 10:08:00,3.9696969696969697,0.001059617365989351,99.5705844575888
47574B,ENGLISH ROSE SCENTED HANGING HEART,49,208.25,27,20,1,4.25,2010-01-06 13:56:00,2011-05-18 12:37:00,1.8148148148148149,0.0010567756164325574,99.57164123320523
84922,PINK BUTTERFLY WASHBAG,42,208.22,16,14,1,4.25,2009-12-14 17:16:00,2011-12-02 13:49:00,2.625,0.0010566233798491578,99.57269785658508
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,29,207.86,16,16,1,8.5,2009-12-18 17:06:00,2011-10-26 12:28:00,1.8125,0.001054796540848362,99.57375265312592
90036A,FLOWER GARLAND NECKLACE RED,26,207.52,19,14,1,7.95,2009-12-08 15:49:00,2011-08-05 16:19:00,1.368421052631579,0.001053071192903166,99.57480572431882
85033S,SET/6 SILVER REINDEER T-LIGHTS,204,207.35,42,10,1,0.65,2009-12-07 11:05:00,2010-11-08 14:48:00,4.857142857142857,0.001052208518930568,99.57585793283775
16202C,BEIGE PHOTO ALBUM,85,207.19,11,8,3,1.95,2009-12-08 13:41:00,2010-05-06 12:40:00,7.7272727272727275,0.0010513965904857699,99.57690932942823
37492A,YELLOW RED FLOWER PIGGY BANK,106,206.76999999999998,9,3,2,4.65,2009-12-08 11:13:00,2009-12-23 07:57:00,11.777777777777779,0.0010492652783181747,99.57795859470654
84247C,PACK/12 BLUE REINDEER CARD,70,206.50000000000003,20,13,3,2.95,2009-12-07 14:58:00,2010-11-29 11:54:00,3.5,0.001047895149067578,99.57900648985562
47343A,FUSCHIA FLOWER PURSE WITH BEADS,200,206.26,23,20,3,1.49,2009-12-17 15:44:00,2011-08-07 15:52:00,8.695652173913043,0.0010466772564003807,99.58005316711201
90210D,PURPLE ACRYLIC FACETED BANGLE,132,206.23000000000002,22,15,2,2.95,2009-12-14 17:57:00,2011-11-10 13:44:00,6.0,0.0010465250198169811,99.58109969213183
22883,NUMBER TILE VINTAGE FONT 4,107,204.79,32,26,1,4.13,2010-10-18 15:44:00,2011-11-30 15:13:00,3.34375,0.001039217663813798,99.58213890979565
90214A,"LETTER ""A"" BLING KEY RING",187,204.60999999999999,100,57,1,0.85,2009-12-07 15:15:00,2011-11-30 14:00:00,1.87,0.0010383042443134001,99.58317721403996
17014D,ORIGAMI ROSE INCENSE CONES,479,204.36,8,7,2,1.65,2010-01-14 09:41:00,2010-08-20 09:23:00,59.875,0.001037035606118403,99.58421424964608
90196A,PURPLE GEMSTONE NECKLACE 45CM,16,204.0,10,9,1,12.75,2009-12-16 11:39:00,2011-11-29 10:57:00,1.6,0.0010352087671176072,99.5852494584132
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,22,203.42000000000002,21,19,1,9.15,2009-12-22 14:31:00,2011-11-17 15:17:00,1.0476190476190477,0.001032265526505214,99.5862817239397
35824B,"HANGING FLOWERS+MIRROR,BLUE",528,203.24,6,5,2,0.38,2009-12-10 08:29:00,2010-05-14 12:00:00,88.0,0.0010313521070048162,99.58731307604671
21102,"CANDLE IN JAR COLLAGE , VANILLA",75,203.23,18,10,2,2.55,2009-12-07 14:58:00,2010-03-12 13:08:00,4.166666666666667,0.0010313013614770164,99.58834437740819
21368,MIRRORED WALL ART LADIES,189,203.04,46,34,1,0.75,2009-12-08 15:49:00,2011-11-25 11:58:00,4.108695652173913,0.0010303371964488185,99.58937471460465
20890,SMALL GLASS ROSE SCENTED CANDLE,605,202.62,4,4,1,2.025,2010-01-21 14:30:00,2010-04-19 10:36:00,151.25,0.0010282058842812235,99.59040292048893
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,34,202.14000000000001,25,19,2,5.94,2009-12-09 09:51:00,2011-11-03 11:29:00,1.36,0.001025770098946829,99.59142869058788
48103,DOOR MAT KISS MY.......,35,201.73,10,10,3,7.49,2009-12-18 12:33:00,2010-07-16 10:33:00,3.5,0.0010236895323070339,99.59245238012018
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54,201.3,12,12,1,7.95,2010-02-05 15:24:00,2011-08-08 14:37:00,4.5,0.001021507474611639,99.5934738875948
90186A,AMETHYST HOOP EARRING FLORAL LEAF,68,200.70000000000002,32,21,1,2.95,2009-12-08 14:36:00,2011-11-29 16:33:00,2.125,0.001018462742943646,99.59449235033775
72799D,BLUE PILLAR CANDLE SILVER FLOCK,67,200.41,16,12,2,2.95,2009-12-07 18:02:00,2010-09-29 13:20:00,4.1875,0.0010169911226374493,99.59550934146039
90003D,CRYSTAL PAIR HEART HAIR SLIDES,53,199.92,29,23,2,3.75,2009-12-09 09:42:00,2011-11-29 16:47:00,1.8275862068965518,0.0010145045917752552,99.59652384605216
20736,PINK MINI TAPE MEASURE,250,199.5,12,7,1,0.85,2009-12-08 11:13:00,2010-03-14 15:07:00,20.833333333333332,0.00101237327960766,99.59753621933177
85179C,PINK BITTY LIGHT CHAIN,92,199.49,34,14,2,2.46,2009-12-14 14:35:00,2011-12-01 16:22:00,2.7058823529411766,0.0010123225340798602,99.59854854186585
90144,SILVER DROP EARRINGS WITH FLOWER,53,199.45,33,28,2,3.75,2009-12-07 17:56:00,2011-11-28 15:31:00,1.606060606060606,0.0010121195519686606,99.59956066141783
84706F,RED PEONY TABLE CLOCK,33,199.35,16,16,3,2.95,2010-02-08 14:53:00,2011-11-27 13:00:00,2.0625,0.0010116120966906618,99.60057227351452
79403,FROSTED WHITE BASE,216,199.01999999999998,36,27,2,0.85,2009-12-18 17:06:00,2011-12-02 12:52:00,6.0,0.0010099374942732656,99.60158221100879
37508,NEW ENGLAND CERAMIC CAKE SERVER,78,198.89999999999998,42,26,1,2.55,2009-12-08 13:41:00,2010-08-24 17:21:00,1.8571428571428572,0.0010093285479396668,99.60259153955673
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,18,198.84,16,5,1,11.02,2009-12-22 15:04:00,2010-05-26 12:54:00,1.125,0.0010090240747728679,99.6036005636315
37471,MULTICOLOUR DOTS PLATE,1405,197.85,10,10,2,3.7399999999999998,2009-12-22 09:52:00,2011-10-12 14:05:00,140.5,0.0010040002675206793,99.60460456389902
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,135,197.85,7,7,2,3.75,2010-03-02 10:49:00,2011-12-02 13:54:00,19.285714285714285,0.0010040002675206793,99.60560856416653
22330,72 ROUND PINK DOILIES,127,196.45,21,8,4,1.45,2009-12-13 11:05:00,2010-02-07 12:15:00,6.0476190476190474,0.0009968958936286958,99.60660546006017
22885,NUMBER TILE VINTAGE FONT 6,108,193.73999999999998,32,26,1,2.17,2010-10-20 15:56:00,2011-11-24 13:01:00,3.375,0.0009831438555949275,99.60758860391576
35819B,"ACRYLIC HANGING JEWEL,BLUE",385,192.3,32,22,3,0.38,2009-12-14 18:03:00,2011-11-30 15:58:00,12.03125,0.0009758364995917445,99.60856444041535
90019C,SILVER BLACK ORBIT BRACELET,36,192.23,31,26,1,5.51,2009-12-09 09:42:00,2011-11-27 15:38:00,1.1612903225806452,0.0009754812808971453,99.60953992169625
90040A,MURANO STYLE GLASS BRACELET RED,49,192.22,32,24,2,4.24,2009-12-07 18:02:00,2011-03-07 12:26:00,1.53125,0.0009754305353693454,99.61051535223162
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",24,192.17000000000002,15,13,1,8.07,2009-12-18 17:15:00,2011-03-23 12:15:00,1.6,0.0009751768077303461,99.61149052903934
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,16,191.40999999999997,11,11,1,11.95,2009-12-14 17:16:00,2010-12-17 17:23:00,1.4545454545454546,0.0009713201476175547,99.61246184918696
90196B,BLACK GEMSTONE NECKLACE 45CM,15,190.98,12,12,1,12.75,2009-12-13 10:54:00,2011-11-09 15:07:00,1.25,0.00096913808992216,99.61343098727689
20672,PINK TEATIME PRINT BOWL,134,190.72,34,10,2,1.25,2009-12-07 15:02:00,2010-03-05 14:42:00,3.9411764705882355,0.000967818706199363,99.61439880598309
72801F,S/4 FESTIVE RED DINNER CANDLES,152,190.0,16,5,1,1.25,2009-12-08 08:48:00,2010-01-28 12:59:00,9.5,0.0009641650281977715,99.61536297101128
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,381,189.63,48,21,1,0.42,2009-12-07 11:05:00,2010-11-17 14:05:00,7.9375,0.0009622874436691758,99.61632525845495
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,112,189.28,17,14,2,1.69,2010-01-07 11:52:00,2011-02-14 12:11:00,6.588235294117647,0.0009605113501961799,99.61728576980515
72051S,BAG OF SILVER STONES,297,189.19,52,38,1,0.84,2009-12-15 18:33:00,2011-04-13 12:57:00,5.711538461538462,0.000960054640445981,99.6182458244456
